id,date,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16
1895953,2021-02-06,Yeni tikili,13 / 16,102 m²,3,yoxdur,160 000AZN,vasitəçi (agent),"Nesimi rayonu, Baki Slavyan Unisi , 28 May metrosu, yaxinligi, Pilot  Heyat MMC  terefinden tikilmis yeni tikilide 16/13 102 kv.m 3 otaqli (2-3 duzelme 1-ci isiqla ) temirsiz menzil satilir. Binanin genis qapali heyeti, istirahet ucun besetkalar, 1 ci mertebesinde Bravo supermarket, 2 suretli sessiz liftleri, mermer blok, yuksek suretli internet xetti, Peyk Tv , qaz, su , isiq. Yasayis binasinin yaxinliginda , metro, 28 MALL ticaret ve eylence merkezi, Xarici Diller ve Slavyan Unileri, boyuk marketler, Bank ve Poct sobeleri, mekteb, bagca ve.s kimi sosial obyektler feailiyyet gosterir. ",12,"Bakı Slavyan Universiteti 
"," Azərbaycan Dillər Universiteti 
"," 28 May m.
"," Nəsimi r.
",,,
1895951,2021-02-06,Yeni tikili,4 / 20,171 m²,3,var,310 000AZN,vasitəçi (agent),"5-ci Paralelde 31 nomreli mektebin yaxinliginda 20 mertebeli yeni yasayis binasinin 4-cu mertebesinde umumi sahesi 171 kvm olan 3 otaqli yaxsi temirli menzil butun esyalari ve qaraji ile birlikde satilir.Qazi,suyu,isigi daimidir.Istilik sistemi kombidir.Sened kupcadir.",27,"Nizami m.
"," Yasamal r.
",,,,,
1895950,2021-02-06,Yeni tikili,10 / 17,65 m²,2,var,110 000AZN,vasitəçi (agent),"Neftciler,metro cixiwi.FVS inwaat yawaiw kompleksinde 17/10 65m2 bir otaqli iki otaqa peredelka olunmuw Ewyali menzil satilir!Sened: Cixariw(Kupca)(Butun Ewyalarla)",11,"Neftçilər m.
"," Nizami r.
"," 8-ci kilometr q.
",,,,
1895948,2021-02-06,Köhnə tikili,3 / 5,46 m²,2,var,80 000AZN,vasitəçi (agent),Nesimi rayon 4-cu MKR Qiziltac Sadliq Sarayinin arxasinda yerlesen 5 mertebeli binain 3-cu mertebesinde 46 kv.m sahesi olan 2 otaqli (3-ce duzelme) menzil satilir.Menzil ela temirlidir ve temirden sonar yasayis olmayib.Istilik sistemi kombi.Cixaris (kupca) var.,47,"Memar Əcəmi m.
"," Nəsimi r.
"," 4-cü mikrorayon q.
",,,,
1895947,2021-02-06,Yeni tikili,9 / 18,138 m²,3,var,350 000AZN,vasitəçi (agent),"Nərimanov rayonu, zooparkin yaninda və koroğlu parkın yaxinliginda yerləşən , Rose Villas yashayish kompleksinde yeni ti̇ki̇li̇ bi̇nada 18   mertebeli binanin 9 cu   mertebesinde  3 otagli   təmirsiz  mənzil satılır. 
ümumi sahəsi 138  kv.m. qaz, su,i̇şig  dai̇mi̇di̇r.
Mənzildə quraşdırılmış 1 qonaq otaq 2 yataq otaqi mətbəx,2 s/q, 2 eyvan, ,  şəraiti var. qazi və kupçasi var!!!
binada 2 sürətli si̇gma li̇ft, avtoparkinq, 24 saat mühafizə altinda olan həyət. Yer alti qaraji .
ofis xidmet haqqi 1 % teshkil edir
",13,"Gənclik m.
"," Respublika stadionu 
"," Nərimanov r.
",,,,
1895946,2021-02-06,Yeni tikili,10 / 19,153.8 m²,3,var,290 000AZN,mülkiyyətçi,"Qafqaz MTK
3 otaqli menzil satilir.
Pol parket
2 s/q 
Mitsubishi electric kondisionerliri 
Qaz
Kupca
Kombi
Yeralti bagli qaraj 30.000 
Real aliciya endirim olacag",21,"Təhsil Nazirliyi 
"," Nərimanov r.
",,,,,
1895944,2021-02-06,Yeni tikili,12 / 18,64 m²,2,yoxdur,92 000AZN,vasitəçi (agent),"Təcili Satılır!
Şəhərin TEBRIZ küçəsində  18 mertebeli yeni tikili binanın 12 cı mərtəbisində Dəniz və şəhər mənzərəli əla və yüksək keyfiyyətli mənzil Satılır!
Mənzildə yaşayış üçün hər cür şərait var .Ümumi sahəsi 64 m2 ,  s/ q , lift , binanın 24 saat mühafizəsi, yer altı dayanacağı , qaz var .

Срочно Продаётся ! 2 х комнатная квартира общей площадью 64 м2 , с панорамой на море 12 этаж 18 этажного дома . Имеются : Газ лифт,24 охрана здания , подземный гараж .",20,"Təhsil Nazirliyi 
"," Nərimanov r.
",,,,,
1895943,2021-02-06,Yeni tikili,8 / 16,180 m²,3,var,449 000AZN,vasitəçi (agent),"ƏŞYALI KUPÇALI MƏNZİL!
Yasamal rayonu, ""Elmlər Akademiyası"" metrosunun yaxınlığında ""Olyumpus park"" premium klass yaşayış kompleksində 3 otaqlı 180 kv yelçəkən iki tərəfli gözəl layihəli mənzil satılır mənzildə qaz var. 2 balkonu 2 san qovşagi 2 qardirobu 1 qardirob otagi 1 camasirxanasi var təmir yüksək səviyyədə olunub. Mənzil əşyaları ilə birgə satılır. Mənzilin sənədi kupçadır",33,"Elmlər Akademiyası m.
"," Yasamal r.
",,,,,
1895942,2021-02-06,Köhnə tikili,3 / 4,92 m²,3,var,110 000AZN,vasitəçi (agent),"TƏCİLİ ƏLA TƏMİRLİ MƏNZİL SATILIR!!! SABUNÇU rayonu, BAKİXANOV Qəs.  “169 nömrəli məktəbin  yanında, Məhsəti Gəncəvi küçəsi, STALİNKA lahiyəli  4 mərtəbəli köhnə tikili binanın 4-cü mərtəbəsində, ümumi sahəsi 92 kvm, 3 otaqlı, QAZLI ÇIXARIŞLI əla təmirli mənzil təcili olaraq satılır. Mənzilin geniş işıqlı otaqları vardır. evin hündürlüyü 3.40 dır.mətbəx mebeli giymətə daxildir,elavə olarag istənilən mebel evin ustunde satila bilər. Mənzilin təmiri zamanı yüksək keyfiyyətli materiallardan istifadə olunmuşdur..  Su, qaz, işıq daimidir. İnfrastruktur cəhətdən əlverişli yerdə yerləşir. Yaxınlıqda uşaq bağçası və məktəb; ticarət və xidmət obyektləri, park yerləşir. stabil gəlir əldə etmək üçün. Real müştəri olduğu zaman qiymətdə razılaşmaq mümkündür.",10,"Sabunçu r.
"," Bakıxanov q.
",,,,,
1895940,2021-02-06,Yeni tikili,7 / 17,142 m²,3,var,156 000AZN,vasitəçi (agent),"QAZ+(KUPÇA)
Memar Əcəmi metrosundan 2 dəqiqəlik məsafədə ELİT binaların birində 3 otaqlı TƏMİRSİZ mənzil satılır. Mənzil binanın 7\17 mərtəbəsində yerləşir, 142 kv/m ibarətdir. Otaqlar genişdir və günəş işıqlarıynan əhatə olunub. İNFRASTRUKTUR cəhətdən əlverişli yerdədir. Geniş həyət, 2 mərtəbəli yeraltı parkinq, 2 sürətli lifti var. Bina 24 saat muhafizə olunur. Binanin yaninda orta mekteb, uşaq baxçasi var. Başqa suallarnan bağlı əlaqə saxlaya bilərsiniz.

ГАЗ+(КУПЧА)
Квартира ПОД\МAЯК продается 2 минуты ходбы от метро Мемар Аджеми в одном из зданий ЭЛИТ. Квартира 3-х комнатная, расположена на 7\17 этаже, 142 кв/м. Комнаты были просторные и залиты солнечным светом. ИНФРАСТРУКТУРА находится в удобном месте. Есть большой двор, 2-х етажный подземный паркинг, 2 скоростной лифт, рядом средная школа, детский сад. Здание поддерживается круглосуточно. Вы можете поддерживать связь с другими вопросами.",1205,"Memar Əcəmi m.
"," Nəsimi r.
"," 2-ci mikrorayon q.
",,,,
