id,date,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18
1690774,2020-09-16,Köhnə tikili,5 / 5,100 m²,3,var,135 000AZN,vasitəçi (agent),"Tibb Universitetinin qarşısında, klassik stalinka 5/5 mərtəbəsi, ayrı otaqlar, orta təmirli 3 otaqli mənzil satılır..... qazi suyu isiqi daimidir,, axirinci mertebe olduquna baxmiyaraq rutubet nemisdik yoxdur.. qiymetde razilasmaq olacaq.. ofisin xidmet haqqi 1 faiz",6,"Tibb Universiteti 
"," Nəsimi r.
",,,,,,,
1690773,2020-09-16,Köhnə tikili,3 / 5,110 m²,4,var,150 000AZN,vasitəçi (agent),"Nəsimi rayonu,Mirmahmud Kazimovski kücəsi, 4mkr(M.Əcəi və Nəsimi metroları arasında yerləsir). 5 mərtəbəli binanın 3-cü mərtəbəsində, Lelinqrad layihəli ümumi sahəsi 110 kvm olan, 4 otaqlı əla təmirli mənzil satılır. Orta blok,mehellesi yasilliqdir, binanin heyeti geniş ve seliqelidir.Mashin saxlamaq ucun heyetde yer coxdur. Yaxinliqda xestexana,poliklinika,orta mekteb,usaq bagcasi,market ve aptek var. Pitomnik deyilen eraziye yaxindir. 52 nomreli avtobus dayanacagina yaxindir. Piyada metroya 10 deqiqelik yoldur. Menzilde butun kommunikasiya xetleri temir zamani yenilenib. Merkezi Ktv xetti butun otaqlarda divar icinden kecib. Kombi sistemi cekilib. Binanin merkezi istilik sistemide işeyir.ALICI TƏRƏFİNDƏN FİRMAYUA 1% ÖDƏNİLİR. 
",14,"Sevil Qazıyeva parkı 
"," Rusiya səfirliyi 
"," Binəqədi r.
"," 6-cı mikrorayon q.
",,,,,
1690772,2020-09-16,Köhnə tikili,9 / 9,55 m²,3,var,72 000AZN,vasitəçi (agent),cox cox tecili Hezi Aslanovda kvadratlar deyilen yerde 4 kvadratda yerlesen 9 mertebeli binanin 9 cu mertebesinde yerlesen 2 otaqdan 3 otaqa duzelme temirli menzil tecili satilir..menzil axirinci mertebe olsada rutubet ve danma yoxdur binanin usdu qalin tolla tollanib bir nece ilin temiridir.. baxilan kimi bilinecek.. qazi suyu isiqi daimidir.. real aliciya endirim olacaq.. ofisin xidmet haqqi 1% teskil edir,38,"Əhmədli m.
"," Xətai r.
"," Həzi Aslanov q.
",,,,,,
1690770,2020-09-16,Yeni tikili,15 / 16,57 m²,2,var,117 000AZN,vasitəçi (agent),"Kupcali Esyali !!! Xetai metrosunun yaninda 2 otaqli Super temirli ve Esyali Menzil satilir . Menzil 1 otaqdan 2 otaqa peredelka olunub. Qaz ,su isiq daimidir,kombi istilik sistemi .Bina 24 saat muhafize olunur ,suretli liftler var.KUPCA VAR .H em yasayis ucun hemde Kiraye ucun ideal variantdir ( 600 Azn)",7,"Şah İsmayıl Xətai m.
"," Xətai r.
",,,,,,,
1690769,2020-09-16,Yeni tikili,11 / 12,80 m²,2,var,97 000AZN,vasitəçi (agent),"Yasamal rayonu,Yeni Yasamal qesebesi 12 mertebeli binanin 11-ci mertebesinde,umumi sahesi 80kv olan, qanuni 2 otaqli menzil satilir. Menzil super temirlidi satilir. Qaz,su,isiq daimidir. Menzilin ustunde mansarti var. Senedleri qaydasindadir. Etrafli melumat ucun elaqe saxlayin.",27,"Yasamal r.
"," Yeni Yasamal q.
",,,,,,,
1690768,2020-09-16,Köhnə tikili,6 / 9,80 m²,3,var,110 000AZN,vasitəçi (agent),"Neftchiler metrosu yaxinliginda Kiyev layiheli kohne tikili 9 mertebeli binanin 6-ci mertebesinde sahesi 80 kv.m olan 3 otaqli menzil satilir. Menzil temirlidir. 2 eyvani var-biri achiq,digeri ise qapali.Boyuk metbexi var.Menzil orta blokda yerleshir,kunc deyil.Sanitar qovshaq ayridir.Hamamda dush-kabina qurashdirilib.Kombi sistemlidir. Butun infrastruktur var.Heyetde mashin dayanacagi var. М.Нефтчиляр.

Продаётся 3 х комнатная квартира . Киевский проект,два балкона -закрытый и открытый,большая кухня.6/9,середина.Комби,хорошая сантехника. Вся инфаструктура развита. Стоянка машин во дворе.Уютная и теплая . тел для связи . 

Xahis edirem ancag real musteriler narahat elesin.  Rieltor: Leyla xanim",32,"Xalqlar Dostluğu m.
"," Neftçilər m.
"," Nizami r.
"," 8-ci kilometr q.
",,,,,
1690767,2020-09-16,Yeni tikili,10 / 11,116 m²,3,yoxdur,165 000AZN,vasitəçi (agent),"Metro memar Ecemi, 11/10 3 otaq 116kv qaz ela temir.165.000azn",7,"Memar Əcəmi m.
"," Nəsimi r.
",,,,,,,
1690764,2020-09-16,Köhnə tikili,3 / 5,110 m²,4,var,142 000AZN,vasitəçi (agent),"Nəsimi rayonu ,4-mkr,Hüseyin Seyidzadə küçəsi. 5 mərtəbəli binanin 3-cü mərtəbəsi, LENİNQRAD layihəli sahəsi 110-kvm olan, 4 otaqlı  mənzil satılır. IPOTEKAYA YARARLIDIR. Otaqlar 4-dən 3-ə duzəldilib. Kupçası var. Qaz,su, işıq daimidir. Mərkəzi istilik sistemı var. ALICI TƏRƏFİNDƏN FİRMAYA 1% ÖDƏNİLİR.
",20,"Zərifə Əliyeva adına park 
"," Binəqədi r.
"," 6-cı mikrorayon q.
",,,,,,
1690766,2020-09-16,Yeni tikili,6 / 14,83 m²,2,var,185 000AZN,vasitəçi (agent),"QAZLi,KUPCALI !!!baki seheri Nerimanov rayonu metronun yaxinliqinda yeni tikili 14 mertebeli binanin 6 mertebesinde sahesi 83 kv olan ela temirli menzil satilir,Binanin yaxinliqinda mekteb,,Baxca,marketler yerlesir elave suallari olanlar elaqe saxliya bilerler,QIYMETI 185000m",29,"Nəriman Nərimanov m.
"," Nərimanov r.
",,,,,,,
1690765,2020-09-16,Yeni tikili,2 / 16,106 m²,3,var,117 000AZN,vasitəçi (agent),"Həzi Aslanov metrosunun tam yaxinliginda Xudu Məmmədov kücəsində yerləşən,NEPTUN Market olan yeni tikili binada 3 otaqlı Təmirsiz mənzil satilır. Ümumi sahəsi 106 kv.m. Mərtəbə 16/2.Mənzildə 1 ədəd sanuzel  və 1 eyvan, səssiz lift, 24 saat mühafizə olunan həyət, əla kontingent, inkişaf etmiş infrastruktur  Metro (məktəb, uşaq bağçası, mağazalar, avtobus dayanacağı və s.) CİXARİŞ var.Qiymət: 117 000 AZN.
",12,"Həzi Aslanov m.
"," Xətai r.
"," Həzi Aslanov q.
",,,,,,
1690762,2020-09-16,Köhnə tikili,2 / 5,80 m²,3,var,125 000AZN,vasitəçi (agent),"Elmlər Akademiyasına yaxın məsafədə Avropa liseyinin yanında 3otaqlı 80kvm sahəli geniş mənzil satılır.
Mənzilin hər bir şəraiti var.
Bütün kommunalnı sistemlər aktivdir.
Mənzil çox rahat və sakit bir yerdə yerləşir
Ətrafında supermarketlər-Bravo,Bazarstore,parklar,metro,avtobus dayanacqalrı və.s. yerləşir.",20,"Yasamal r.
"," Yasamal q.
",,,,,,,
1690759,2020-09-16,Köhnə tikili,3 / 5,37 m²,1,var,110 000AZN,vasitəçi (agent),Baki seherinin en elit erazisinde Nazirler Kabinetinin arxasinda Teymur Elcin kuc. Dag ustu parkin yaninda deniz menzereli 5 mertebeli dash binanin 3 ci mertebesi orta blokunda yerlesen otagli temirli menzil satilir.Menzilden denizkenari parka sehere gozel menzere var. Elave melumat ucun zeng ede bilersiz.,30,"Şəlalə parkı 
"," Prezident parkı 
"," Qubernator parkı 
"," Dağüstü parkı 
"," Dövlət İdarəçilik Akademiyası 
"," İçəri Şəhər m.
"," Səbail r.
",,
