id,date,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17
1818294,2020-12-16,Yeni tikili,2 / 12,83 m²,2,var,71 000AZN,vasitəçi (agent),"TƏCİLİ SATILIR!!! Yeni Yasamal,77 nömrəli avtobusun son dayanacağında,12 mərtəbəli binanın 2-ci mərtəbəsində,sahəsi 83 kv olan,2 otaqlı təmirsiz mənzil satılır.Təbii qazı,işığı və suyu daimidir.Mənzilin əla proyekti var.Rahat 3 otağa düzəltmək olur.Bütün otaqlar işıq görür.Binanın avtoparkingi və sürətli liftləri var.Binanın yaxınlığında uşaq bağçası,məktəb,avtobus dayanacağı və bir sıra super marketlər var.Mənzilin sənədi isə müqavilədir.Binada kupça var! REAL ALICI İLƏ QİYMƏTDƏ RAZILAŞMAQ OLAR!!! #Daşınmaz əmlak ilə bağlı alqı-satqı,kirayə,ofis,obyekt və yaxud satış ilə bağlı suallarınız varsa buyurun zəng edin.",33,"Yasamal r.
"," Yeni Yasamal q.
",,,,,,
1818292,2020-12-16,Yeni tikili,14 / 18,180 m²,4,var,480 000AZN,vasitəçi (agent),"Şəhərin mərkəzinə yaxın Yusif Vəzir Çəmənzəminli küçəsi City Hospitalın yanında,Kronos MTK-A tərəfindən inşa olunan 18 mərtəbəli yeni tikili binanın 14 mərtəbəsində ümumi sahəsi 180 kv/m olan 4 otaqlı skvaznoy (yelçəkən) KUPÇALI mənzil Əşyaları ilə birlikdə satılır.Mənzilin təmirində ən keyfiyyətli və bahalı tikinti materiallarından istifadə olunub.Mənzilin 3 yataq otağı,1 qonaq otağı,1 mətbəxi,2 balkonu, 3 sanuzeli var.Mənzil 5 kondisioner ilə,Kombi ilə,təhlükəsizlik kameraları ilə təchiz olunub.Qiymət 480000 manat real alıcıya endirim olacaq.Məbləğin 1 faizi ofis haqqıdır.",43,"Neftçi bazası 
"," Nərimanov r.
",,,,,,
1818291,2020-12-16,Yeni tikili,21 / 27,65 m²,2,yoxdur,94 999AZN,mülkiyyətçi,"Mənzil tanınmış Grand Hayat yaşayış kompleksinin 5 ci blokunda yerləşir. Qazı verilib, təmirə və yaşayışa təhvil verilib verilib. Qiymətdə simvolik endirim ediləcək. Xahiş olunur real alıcılar narahat etsin. Öz mənzilimdir.",72,"Yasamal r.
"," Yasamal q.
",,,,,,
1818290,2020-12-16,Yeni tikili,20 / 20,138 m²,3,yoxdur,220 000AZN,vasitəçi (agent),"TECILI SATILIR !!! Ali mehkemenin yaninda yeni tikilmis (ALYANS MTK-da) 20 mertebeli binanin 20-ci mertebesinde 3 otaqli temirsiz (podmayak) menzil satilir . Bina tam yasayisli ve QAZLI+KUPCALI-dir . Genis usaq meydancasi , yeralti ve yerustu avto dayanacagi , 24 saat muhafize xidmeti var . Menzil muqavileyle satilir . Etrafli melumat ucun elaqe saxlaya bilersiniz .",30,"Şah İsmayıl Xətai m.
"," Xətai r.
",,,,,,
1818293,2020-12-16,Yeni tikili,10 / 16,137 m²,3,yoxdur,164 400AZN,vasitəçi (agent),"Nəsimi rayonu,  Hərbi Hosbitalın yanında ""Gaspar"" MTK-da, 16 mərtəbəli binanın 10-cu mərtəbəsində, ümumi sahəsi 137 kvm olan, 3 otaqlı podmayak  mənzil satılır. Binanın qazı var. Sənədi müqavilə. Qiymət 164.400 azn. Ofis tərəfindən komissiya haqqı ümumi məbləğin 1% təşkil edir. Əlavə məlumat üçün əlaqə saxlayın.",30,"Bakı Asiya Universiteti 
"," Nəsimi r.
",,,,,,
1818286,2020-12-16,Yeni tikili,3 / 4,79.1 m²,2,yoxdur,800AZN,mülkiyyətçi,"1 blokdan ibarət 4 mərtəbəli, unikal yaşayış kompleksi.
Abşeron rayonu, Masazır kəndi, Zərifə Əliyeva  küçəsi, Masazır Bələdiyəsinin arxası. Əsas yola 150 metr məsafə.

Üstünlüklər

Ekoloji təmiz ərazi, avtomobilsiz geniş həyəti, geniş həyətyanı sahəsi, yağış, külək, toz və səs izolyasiyalı PVC pəncərələri, 24/7 mühafizə xidməti.

Kompleks təmiz hava və yaşıl təbiət ilə əhatələnmiş ərazidə yerləşir. Əsrarəngiz xarici görünüşü ilə müştərilərin diqqətini cəlb edir.

Gələcək sakinlərimiz üçün ilkin ödəniş 30% olmaqla 60 ay müddətinə faizsiz daxili kredit, eləcə də endirim mümkündür.",72,"Xırdalan
",,,,,,,
1818289,2020-12-16,Yeni tikili,5 / 12,127 m²,3,var,207 000AZN,vasitəçi (agent),TECILI SATILIR !!! Xetai metrosunun yaninda yeni tikilmis 12 mertebeli binanin 5-ci mertebesinde 3 otaqli yaxsi temirli menzil satilir . Bina tam yasayisli ve QAZLI+KUPCALI-dir . Menzil mebellerle birlikde satilir . Etrafli melumat ucun elaqe saxlaya bilersiniz .,35,"Şah İsmayıl Xətai m.
"," Xətai r.
",,,,,,
1818288,2020-12-16,Yeni tikili,5 / 8,270 m²,5,yoxdur,473 000AZN,vasitəçi (agent),"AĞ ŞƏHƏR-WHITE CITY!!!
KLASSİK DİZAYN İLƏ İTALYAN EVLƏRİ.
Qarabag Atlarının yanı, Qarabağ atlarına baxır
Premium klass.
8 mərtəbəli bininanın 5-ci mərtəbəsində
5 otaqlı mənzil satılır
Mənzil təmirsidir, pod mayakdır
Ümumi sahəsi 270 kv.m-dir.
Əla planirovka, mərmər blok, avtodayanacaq
Geniş mühafizə olunan həyət.
Fevral-mart aylarında təmirə buraxılacaq.

БЕЛЫЙ ГОРОД-WHITE CITY!!!
ИТАЛЬЯНСКИЕ ДОМА С КЛАССИЧЕСКИМ ДИЗАЙНОМ!
По улице Площадь Фонтанов, в элитной комплекс White City, около Карабахский коня
Премиум класс.
Продаётся 5-и комнатная квартира
5-й этаж 8-ми этажного дома.
Общая Площадь 270 кв.м
Без ремонта, под маяк.
Отличная планировка, мраморные блоки, место для парковки, большой охраняемый двор, развитая инфраструктура
Закрытый двор. Круглосуточно охраняемая территория
Марте можно приступать к ремонту.",32,"Şah İsmayıl Xətai m.
"," Xətai r.
",,,,,,
1818287,2020-12-16,Yeni tikili,8 / 18,100 m²,3,var,134 000AZN,vasitəçi (agent),"KUPCALI Ev satilir 9 mkr , 2 nin 3 duzelme tam temirli evdir 17 mertebeli binanin 8 ci mertebesi.Ofis haqqi 1%",63,"Binəqədi r.
"," 9-cu mikrorayon q.
",,,,,,
1818285,2020-12-16,Yeni tikili,12 / 16,135 m²,3,yoxdur,180 000AZN,vasitəçi (agent),"TECILI SATILIR !!! Xetai metrosunun yaninda yeni tikilmis 16 mertebeli binanin 12-ci mertebesinde 3 otaqli temirsiz (podmayak) menzil satilir . Bina tam yasayisli ve QAZLI+KUPCALi-dir . Usaq meydancasi , yeralti ve yerustu avto dayanacagi , 24 saat muhafize xidmeti var . Etrafli melumat ucun elaqe saxlaya bilersiniz .",29,"Şah İsmayıl Xətai m.
"," Xətai r.
",,,,,,
