id,date,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17
1875618,2021-01-25,Yeni tikili,10 / 20,180 m²,4,var,398 000AZN,vasitəçi (agent),Zabitler parki qaz kupca 4otaq yeni temirden cixib. Qalib aksiuarlari. ,6,"Sirk 
"," Zabitlər parkı 
"," Azərbaycan Dillər Universiteti 
"," Nəsimi r.
",,,,
1875617,2021-01-25,Yeni tikili,4 / 19,117 m²,3,var,152 000AZN,mülkiyyətçi,"Nəsimi r-nu, Niaqara restoranin yaninda, 3otaqli, 19/4, 117 m2 yeni tikilidə mənzil satilir. Nərğiz klinikasinin arxasi, Səməd Vurğun ilə Sabit Rəhman kücəsinin kəsişməsindədi. Oba marketin yaninda. Binada yaşayiş var. Suyu, qazi, işiği daimidir. Kupcali binadi. İstəsəniz ipotekayada düşür. Təmirsizdi. Pənçərələri arxa həyətə baxir. 1 m2=1290 manatdi. Baxmaq istəsəniz 2 saat qabaqçadan deyin. Xeyirlisi olsun.          ",39,"M.Hüseynzadə parkı 
"," Sevil Qazıyeva parkı 
"," İzmir parkı 
"," Nizami m.
"," Nəsimi r.
",,,
1875616,2021-01-25,Yeni tikili,6 / 17,82 m²,3,var,110 000AZN,vasitəçi (agent),"Hazır Kupçalı  Əşyalı mənzil satılır!!!

Köhnə Günəşli  Qəsəbəsi General Şıxlınıski Kuçəsi 8 nömrəli paliklinikanın yanı 35ci polis bolməsinə yaxın məsafədə yeni tilkili binada 2 otaq radnoy 82kvm  17/6cı mərtəbəsində təmirli əşyalı mənzil satılır.Qazı suyu işığı daimidir.Evin təmirində bahalı materiallardan istifadə edilib.24 saat muhafizəsi var.Binanın həyətində supermarketlər və digər iaşə obyektləri fəaliyyət göstərir.Real alıcıya endirim olunacaq",22,"Suraxanı r.
"," Günəşli q.
",,,,,,
1875615,2021-01-25,Yeni tikili,16 / 17,125 m²,4,yoxdur,170 000AZN,vasitəçi (agent),"Tecili Satilir 
Qazli Kupcali Binada 
Xetai – r Mezahir Rustemov kuc Ehmedli m
4 –otagli menzil / 3 –otagdan duzelme 
Her Otagin Penceresi var  1 – isiqnan 
Sahe 125 kv m 
17 –mertebenin / 16 –mertebesi 
Real Aliciya Endirim Olunacaq 
Ofis Haqqi – 1 %
",5,"Neapol dairəsi 
"," Xətai r.
",,,,,,
1875614,2021-01-25,Yeni tikili,3 / 16,109 m²,3,yoxdur,155 000AZN,vasitəçi (agent),"9 MKR,  Mir Calal   kucəsində , Zəfərən aptekin yanında,  tam yaşayişlı yeni tikili binada 3  otaqlı  mənzil  satılır.  16/3  mərtəbə.  Ümumi  sahəsi 109  kv.m.  Əla  təmir. Təmirdən sonra 1 ay kecib. Qaz, işıq, su  daimdir. 2  sanitar  qovşagı. Mərmər pilləkən . Binada  yeraltı  qarajı  var. Evin  yanında  məktəb, baxca, market var. Sənəd  Muqavile. 

9  МКР, по  улице  Мир Джалал, рядом с  Аптекой  Зефаран ,  в  полностью  заселенной  новостройке продается  3-х  комнатная  квартира.  16/3  этаж.  Общая  площадь 109  кв.м. Отличный  ремонт. После  ремонта прошел  месяц.  Газ,  свет,  вода  круглосуточно. Отопительная  система комби. 2  санузла.  В  здании  подземный  гараж.  Мраморные лестницы.  Около  дома  школа,  магазины,  детский  сад.  Документы  Мугавиле. 
",19,"Binəqədi r.
",,,,,,,
1875613,2021-01-25,Yeni tikili,14 / 15,60 m²,2,yoxdur,85 000AZN,vasitəçi (agent),"Nəeimanov rayonu Dəmirçizadə və Təbriz küçələrinin kəsişməsində yerləşir. 15 mərtəbəli binanın 14 ci mərtəbəsi 1 dən 2 düzəlmə 60 kv sahəsi  dizayn verilib amma təmirsiz olan  mənzil satılır 
Binada qaz var fevralın axırı kupça veriləcək 
Əlavə məlumat üçün əlaqə saxlayın",62,"Təhsil Nazirliyi 
"," Azərbaycan turizm institutu 
"," Nərimanov r.
",,,,,
1875612,2021-01-25,Yeni tikili,13 / 13,125 m²,3,var,110 000AZN,vasitəçi (agent),"- Təcili Satılır . Yeni yasamalda, Albalı baxçasına yaxın tək bloklu, 13 mərtəbəli binanın13 cü mərtəbəsində 125kv.m, 3 otaqlı, işıqlı, təmirli mənzil satılır. Qaz, işıq, su binada daimidir. Çoxdan yaşayışlı binadır. Mənzilə günəş işığı daxil olur . Çox ideal təmir olunub .   İstilik kombidir , isti pol ,  genis ponarama pəncərələr . 2 böyük eyvan .
Mənzilin rahat protekti və kladovkası var, ikinci hamam etməyə şəraiti var. 
2sürətli lifti, yeraltı qarajı, həyətdə blokda və liftdə kameraları, avtodayanacağı var. Yaxınlıqda lazimi İaşə Abyektləri var . Təmirdən sonra yaşayış olmayıb. Bütün sənədlər qaydasındadır, kupçası var. Binanln yolu təzə salınıb . ",11,"Yasamal r.
",,,,,,,
1787983,2021-01-25,Köhnə tikili,2 / 5,85 m²,3,var,150 000AZN,vasitəçi (agent),Nesimi rayonu Hesen Eliyev kucesi (kecmis Inqilab) ximqorodok deyilen erazide 5\2 LENINQRAD Dash binada 85 kvm saheli 3 otaqli menzil satilir.Orta blokdur.Skvoznoydur.Otaqlar razdel-dir.TIBB UNIVERSITETI-ne yaxindir.Qaz su ishiq daimi.Sened kupca.Alici terefinden firmaya 1% odenilir.,25,"Nəsimi r.
",,,,,,,
1875606,2021-01-25,Yeni tikili,4 / 10,150 m²,3,var,169 000AZN,vasitəçi (agent),"8 mkr-nun en yaxshi erazisinde, AZERI-ROYA saraylarinin arxasinda, Tennis kordun qarshisinda, 83; 135; 248 sayli mekteblerin ehatesinde QAZli, KUPCALI 10 mertebeli teze tikilinin 4-cu mertebesinde umumi sahesi 148 kvm ( 3 eded genish balkonu olduqu ucun kupcaya 129,6 kvm yazilib) olan 3 otaqli podmayak menzil bu gun real qiymetden ashaqi qiymete teklif olunur !!!
- Bina bir blokludur
- Her mertebede 4 menzil var
-Binada cemi 40 menzil var
-Sessiz suretli lifti var
-Ehatesinde park, istirahet yerleri, ticaret merkezleri, butun istiqametlerde avtobus marshurutlari, mekteb baxca ve. s. yerleshir !!
- Qalan melumat zengden sonra !!
- Vasiteci Firmanin xidmet haqqi yaddan cixmasin !!!
-Istenilen vaxt menzile baxmaq olar !!!!",46,"Azadlıq Prospekti m.
"," Binəqədi r.
"," 8-ci mikrorayon q.
",,,,,
1875603,2021-01-25,Yeni tikili,6 / 17,120 m²,3,var,235 000AZN,vasitəçi (agent),"Cox gozel zovq ile temir olunmuw Supertamirli 3-OTAGLI manzildir.
Tibb Universitetin yani. Asan Xidmetin yani. Qazi var. Cixariw yaxin muddetde verilecek.
KOMBI istilik sistemidir. Isti-soyug suyu daimidir.
Sahasi-120 kvm. 6/17 martaba. Yeralti avtodayanacagi var
Manzil temirinde yuksek keyfiyetli bahali materialardan istifade olunub.
Temirden sonra manzilde yawayiw olunmayib.",9,"Nəsimi bazarı 
"," Tibb Universiteti 
"," Nəsimi r.
",,,,,
