id,date,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16
1950039,2021-03-08,Yeni tikili,6 / 12,180 m²,4,var,360 000AZN,mülkiyyətçi,"КУПЧА ЕСТЬ!!! Продаётся 4 комнатная квартира с евроремонтом на 6 этаже, в 5 минутах от метро Гянджлик. Под домом имеются все удобства( продуктовый, спортзал, парикмахерская). Три спальни, зал, кухня с обеденной зоной, гостевой санузел, джакузи, гардеробная. Балкон во всех комнатах с отличным видом. Продаётся с мебелью. Квартира полностью  готова к эксплуатации. Торг имеется!",200,"Gənclik m.
"," Respublika stadionu 
"," Nərimanov r.
",,,,
1951087,2021-03-08,Yeni tikili,4 / 16,140 m²,4,yoxdur,335 000AZN,vasitəçi (agent),"Təcili Satılır..Binada Qaz var..
mt.N.Nərimanov METRO PARKA
yaxın super təmirli 4 otaq mənzil satılır..
Mənzilin təmirində İspan və İtalya
matrealarından istifadə olunub..
Mənzil əşyalarla birlikdə satılır...
ŞƏKİLƏR MƏNZİLİN ÖZ ŞƏKİLƏRİDİ..",67,"Nəriman Nərimanov m.
"," Nəriman Nərimanov parkı 
"," Nərimanov r.
",,,,
1951086,2021-03-08,Yeni tikili,19 / 20,165 m²,3,var,205 000AZN,vasitəçi (agent),Təcili. Səməd Vurğun bağı yaxınlığında yerləşən kompleksdə 3 otaqlı mənzil satılır. Bina qaz və kupca ilə təmin olunub. Qiymətdə endirim olunacaq,9,"Səməd Vurğun parkı 
"," Port Baku 
"," Xətai r.
",,,,
1951083,2021-03-08,Köhnə tikili,1 / 5,61 m²,3,var,109 000AZN,vasitəçi (agent),Menzil ela temirli 2otaqdan 3otaqa duzelib .Menzilin temirinde wexsen ozum iwtirak etmiwem .Menzil satilmaq ucun temir edilmemiwdi menzil sahibinin ozunun yawayiwi ucun nezerde tutulmuwdur .Tecili satilir .Qiymet sondu !Cox xayiw edirem bow bekar adamlar narahat etmesin.,85,"Şərq bazarı 
"," 28 May m.
"," Nərimanov r.
",,,,
1951080,2021-03-08,Yeni tikili,11 / 11,130 m²,3,var,107 000AZN,vasitəçi (agent),"TƏCİLİ SATILIR!!!
Xətai rayonu Əhmədli metrosuna yaxın binanın yanında 11 mərtəbəli binanın 11-ci mərtəbəsində 130 kv.m olan 3 otaqlı təmirli mənzil satılır. Binanın qazı, işığı, suyu daimidir. Evin 2 balkonu var. İsitmə sistemi kombidir.
Bina bir bloklu olduğuna görə çox sakit həyati və maşın saxlamaq üçün kifayət qədər yeri vardır. Həyətdə 24 saat mühafizə xidməti var və həyət daimi kamera ilə nəzarət edilir.
Xahiş edirik fikri ciddi olanlar əlaqə saxlasın.
",9,"Xalqlar Dostluğu m.
"," Xətai r.
",,,,,
1951078,2021-03-08,Yeni tikili,4 / 17,82 m²,2,var,119 900AZN,vasitəçi (agent),"              ElE DUSMEZ TEKLIF!!!

        ANALOQU OLMAYAN QIYMET!!!

    DEYERiNDEN ASAGI QIYMETE!!! 

KOHNE TIKILI QIYMETINE YENI TIKILI!!!

Seherin merkezi ve pristijli kucelerinden biri olan Mireli Qasqay  kucesinde 28 May metrosunun yaninda  Tecili olaraq kupcali 2 otaga duzelme   menzil satilir.

Menzil demek olarki qanuni 2 otaq kimidir.

Bu binada padmayak 1 otaq 145000-azndir.

Bina seherimizde en keyfiyyetli tikilen yeni tikili binalardan biridir.

Bu bina Ispan lahiyyeli binadir.Binani tiken Ispan olub.

Bu binada cox nadir halllarda menzil satisa cixarilir.

Menzil 145000-aznden 119900 azn dusub.

Menzil esyali satilir.

Bu binada Ziyali , Elit tebeqeler insanlar yasayir.

Otaqlar olduqca isiqli ve xos auralidir.

Menzili rahatliqla 700 azn kiraya vermek olar.

Binanin Etrafinda heyat ucun vacib olan bir cox infrastrukur obyektler yerlesir.

Binanin ve binanin yerlesdiyi yerin teqdimata ehtiyaci yoxdur.

Sizde Elit qonsularin ehatesinde yasamaq isteyirsizse bu menzil mehz sizin ucundur!!!

Sirketin Xidmet haqqi menzilin umumi deyerinin 1% teskil edir.",619,"28 May m.
"," Neft Akademiyası 
"," Bakı Slavyan Universiteti 
"," Bakı Musiqi Akademiyası 
"," Nəsimi r.
",,
1951076,2021-03-08,Köhnə tikili,2 / 5,75 m²,3,var,138 000AZN,vasitəçi (agent),COX COX TECILI Yasamal r Elimler metrosuna yaxin Elimler 20 nomreli mektebin yaninda mikayil musfiq kucesinde 5 mertebeli binanin 2ci mertebesinde experimental layiheli 3otaq umumi sahesi 75 kv/m ela super temirli menzil satilir binanin etrafinda butun iase abyektleri mekdeb baxca super market dovlet idareleri univeristet banklar poct istirahet zonasi ve s yerlesir masin saxlamaga genis heyet usaglarin oynamasi ucun genis rahat heyet seherin merkezi kucelerinen biridir Huseyin Cavid parkina yaxin xais olunur real alicilar elaqe saxlasinlar xidmet haqqi 1% teskil,6,"Botanika bağı 
"," Yasamal r.
"," Yasamal q.
",,,,
1951073,2021-03-08,Yeni tikili,12 / 19,227 m²,4,var,380 000AZN,vasitəçi (agent),"Tecili satilir... ...endirim olacaq.Azadliq prospektinde  Neftci bazaya yaxin yerde 4 otaqli temirsiz menzil satilir. Menzilin ela proyekti var,zali 64 kvd-dir,yataq otaqlari ,metbexi geniwdir. Binanin qabagi aciqdir,uzu şeher istiqametine baxir. Binaya yaxin orta mekteb,bagca ,boyuk supermarketler yerlewir.Binada qaz,kupca verilib,muhafize xidmeti,yeralti qaraji var.Bawqa menzillerde teklif ede bilerem.",170,"Neftçi bazası 
"," TQDK 
"," Nəsimi r.
",,,,
1951072,2021-03-08,Yeni tikili,16 / 17,80 m²,3,var,130 000AZN,vasitəçi (agent),"COX COX TECILI Təcili!!! deyerinen asagi kupcali ipatekaya yararli Yasamal rayonu, İnşaatçılar metrosunun çıxışında yeni tikili binada, tam təmirli 17 mertebeli binanin 16 ci mertebesinde 3 otaqlı (2 dən 3 ə ugurla düzəlis ) mənzil satılır Hər otağın pəncərəsi var kuknanin penceresi var kombi sistemi, parket döşəmə,suyu, qazı, işığı daimidir. Mənzil əşyalarıyla birlikdə satılır. Bina zəngin infrastrukturlu ərazidə yerləşir butun iase abyektleri yerlesir (məktəb, bağça, market banklar ticaret merkezleri və. s). Real alıcıya endirim olunacaqdır. xais olunur real alicilar elaqe saxlasinlar OFIS HAQQI 1% TESKIL EDIR",14,"İnşaatçılar m.
"," Yasamal r.
"," Yasamal q.
",,,,
1951070,2021-03-08,Yeni tikili,11 / 16,110.6 m²,2,yoxdur,143 500AZN,vasitəçi (agent),"PİLOT LAYİHƏ !!!
YAŞAYIŞLI VƏ QAZLI BİNA

Nərimanov rayonu Çanaqqala və Gilavar Restoranların yaxınlığında Əbdüləzəl Dəmirçizadə küçəsində PİLOT LAYİHƏ ilə inşa olunmuş 16 mərtəbəli yaşayış kompleksinin 11-ci mərtəbəsində ümumi sahəsi 110.6 kv metr olan 2 otaqlı təmirsiz (podmayak) mənzil Şirkətdən ucuz təcili satılır.Bu kvadratda MTK-da mənzil qalmayıb.Kupça (ÇIXARIŞ) bu yaxınlarda veriləcək. Binanın satış qiyməti 1350--1400 manat arası dəyişir.Sənəd Müqavilə və Maliyyə Arayışıdı, Mənzil təcili satıldığı üçün bu qiymətə satılır.Bina tam hazırdır. Qaz verilib Yaşayış var. Təmirə başlamaq olar.Şirkət qiyməti ilə olan fərq sizə mənzilinizi yüksək səviyyədə təmir etməyə imkan verəcəkdir. Binanın həyətində supermarket, uşaqların oynaması ücün geniş həyəti Fitnes Spa mərkəzi və yeraltı avtomobil dayanacağıda sakinlərin istifadəsinə veriləcəkdir. İnfrastruktur cəhətdən əlverişli ərazidə yerləşir. Yaxınlığında Gənclik metrosu. A D A Universiteti, Təhsil Nazirliyi, məktəb, baxça, market, Çanaqqala və Gilavar restoranları və s.iaşə obyektləri mövcuddur. Real müştərilər buyursun.Ətraflı Telefonla. Şirkətin xidmət haqqı 1%",49,"Təhsil Nazirliyi 
"," Nərimanov r.
",,,,,
