id,date,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17
1986550,2021-03-27,Yeni tikili,11 / 12,230 m²,4,var,680 000AZN,vasitəçi (agent),"Ustunlukler  : Seherin basqa Elit Binalardan Ferqli olaraq Green Park Yasilliqla Ehate olunub ,Dede Qorqud Parki ve Golunun Yanindadir,Oz SPA-HOVUZ Xidmetine kimi var,Bu binada podmayak 1 kv = 3000 Azn satilir .

TECILI !!! Yasilliqla Ehate olunmus "" Green Park "" da sahesi  ( Kupcada ) 218  kv.m 4 otaqli Menzil satilir. Menzil yaxsi temirlidir , .Qaz su isiq daimidir, KUPCA VAR .Bina Premium oldugu ucun Yuksek seviyyede muhafize sistemi,Yer alti Parking qaraj , SPA -Hovu,QARAJ ve ESYALAR ile birlikde satilir",6,"Zoopark 
"," Nərimanov r.
",,,,,,
1986549,2021-03-27,Yeni tikili,6 / 21,150 m²,4,var,265 000AZN,vasitəçi (agent),"Tecili satilir !!  Qaz+ Kupca! .
 Azadliq prospekti ile indiki Hesen Eliyev (inqilab) kucesinin kesismesinde ,Asan xidmetin arxasinda Tibb universitetinin  yaxinliginda Real mtk-ya mexsus yeni tikilide Qanuni 4 otaq temirsiz menzil satilir ! Qaz,isig,su daimidir.Kupca var .Menzilin cox ideal proyekti var.Menzilin baxisi birbasa olaraq prospekte baxir.Binanin genis heyeti,24\7 muhafize xidmeti,suretli lift sistemi ,yeralti parking qaraji var. Real alicilar zeng etsin !! Ofis haqqi 1%",43,"Tibb Universiteti 
"," Nəsimi r.
",,,,,,
1986548,2021-03-27,Yeni tikili,4 / 16,100 m²,2,yoxdur,125 000AZN,vasitəçi (agent),"TƏCİLİ SATILIR!!!
Nərimanov rayonu Heydər Əliyev mərkəzinin yaxınlığı yeni tikili 16 mərtəbəli binanın4-ci mərtəbəsində Şəhərə görnüşü. ümumi sahəsi 100kv olan 2otaqlı təmirsiz (podmoyak) YEL CEKEN .mənzil satılır. Qaz, su, işıq daimidir . yasayis var binada. Əlavə məlumat üçün əlaqə saxlaya bilərsiz.",8,"Təhsil Nazirliyi 
"," Nərimanov r.
",,,,,,
1986547,2021-03-27,Yeni tikili,3 / 20,124 m²,3,var,260 000AZN,mülkiyyətçi,"Yasamal rayonu Musabəyov parkı yanında insha edilmiş Rich Mtk da 3 otaqlı tam təmirli mənzil satılır
Təmir yüksək keyfiyyətli materiallardan istifadə olunub
Letni metbex düzəldilib
Hamam tualet atdelni
Menzil əşyalarla birlikdə satıla bilər!!!
Real alıcı zəng etməyi xahiş olunur",44,"Yasamal bazarı 
"," Yasamal r.
"," Yasamal q.
",,,,,
1986545,2021-03-27,Yeni tikili,9 / 12,95 m²,2,yoxdur,155 000AZN,vasitəçi (agent),28  May  Metrosunun  2 - ci  cixishina  cox  yaxin  35  sayli  mektebin  yaninda  Yeni  Tikilide  2 -  otaqli  genish  Pod  Mayak  menzil    Tecili  satilir.  Bina  cox  elverishli  yerde  yerleshir  suyu  qazi  daimidir  etrafa  yaxshi  goruntusu  var.,6,"Bakı Slavyan Universiteti 
"," Azərbaycan Dillər Universiteti 
"," 28 May m.
"," Nəsimi r.
",,,,
1986536,2021-03-27,Yeni tikili,13 / 17,56 m²,2,yoxdur,90 000AZN,vasitəçi (agent),"Qara Qarayev metrosuna piyada mesafede, yeni tikili kompleksde 1 otaqdan 2 otaga cevrilmis, temirden sonra yasayis olmayan menzil satilir. Binada qaz,su,isiq daimidir. Etrafli melumat ucun elaqe saxlayin. Ofis xidmet haqqi 1%",36,"Qara Qarayev m.
"," Nizami r.
",,,,,,
1986534,2021-03-27,Yeni tikili,14 / 14,102 m²,4,var,150 000AZN,mülkiyyətçi,Salam super tamirli .MVD - BINALARI . Qiymatda daniwiq yeri var .Qonaq otaqi 28 kv. Kuxna 18 kv. Va 3 yataq otaqi .har otaqlara tancara duwur .hec bir otaq ic-ica deyil.,14,"Nizami r.
"," 8-ci kilometr q.
",,,,,,
1986533,2021-03-27,Yeni tikili,6 / 15,62.7 m²,2,var,94 500AZN,mülkiyyətçi,Ozum satiram Olimpus mtk Nefnciler m yaxin Xezer universitetin arxasinda tam təmirli mənzil satilir yeni tikilide gaz su işig daimi 2 mertebeli yeralti garaj 2 suretli lify evin kombi sistemi  perdeler lustralar təmirdən sonra yaşayiş olmayib.Mətbəx mebeli şkaf kupe.,1132,"Neftçilər m.
"," Nizami r.
"," 8-ci kilometr q.
",,,,,
1986532,2021-03-27,Yeni tikili,15 / 16,60 m²,2,yoxdur,98 000AZN,vasitəçi (agent),"5 MKR,Qiziltac sadliq sarayinin yaxinliginda 16 mertebeli elit binanin 15-ci mertebesinde 2 otaqli ela temirli menzil satilir.Menzil 1 otaqdir, 2 otaga duzeldilib,temirden sonra yasayis olmayib.Qaz,isiq,su daimidir,sened Muqavile.",15,"Memar Əcəmi m.
"," Nəsimi r.
"," 5-ci mikrorayon q.
",,,,,
1986530,2021-03-27,Yeni tikili,4 / 17,210 m²,4,var,283 000AZN,vasitəçi (agent),"DƏYƏRİNDƏN UCUZ !!!
PODMAYAK QİYMƏTİNƏ MƏNZİL!
KUPÇA + QAZ !
Nərimanov rayonunda, Şərq bazarının yaxınlığında, 17 mərtəbəli binanın, 4-cü mərtəbəsində, ümumi sahəsi 210 kv.m. olan 4 otaqlı mənzil satılır.
ƏŞYALAR QİYMƏTƏ DAXİLDİR.
İstilik sistemi kombidir.
Pol parketdir.
Yelçəkən(skvaznoy) mənzildir.
2 açıq, 1 bağlı balkonu var.
Sənədi çıxarış(kupça).
",28,"Şərq bazarı 
"," Nərimanov r.
",,,,,,
1986529,2021-03-27,Köhnə tikili,8 / 9,56 m²,3,yoxdur,200 000AZN,mülkiyyətçi,"Ekperimental layihə, dupleks mənzil",15,"Sovetski 
"," Nərimanov heykəli 
"," Yasamal r.
"," Yasamal q.
",,,,
1986527,2021-03-27,Yeni tikili,12 / 18,135 m²,3,var,315 000AZN,vasitəçi (agent),"(B.R.R.№0106) Şəhərin mərkəzi və ən gözəl yerlərindən birində-“Dədə Qorqud”, “Koroğlu”,“Koala”, “Zorge” parklarının ABŞ-Səfirliyinin yaxınlığında, elit yaşayış kompleksində, QAZLI-KUPÇALI 100% yaşayışlı binada 135 kv.m., 3 – otaq, 3.30 metr hündürlüyündə tavan, gözəl mənzərəsi olan, yeni təmir olunmuş mənzil Təcili Satılır!
✔Təmirdə yüksək keyfiyyətli brend firmalara məxsus materiallardan istifadə olunub,
✔Bahalı parket, qapı, pəncərə, mətbəx mebeli, keyfiyyətli hamam aksesuarları ilə təchiz olunub,
✔Bahalı kombi sistemi, soyuducu, paltaryuyan, qaz sobası, aspirator və.s. ilə təchiz olunub,
✔Otaqlar, mətbəx geniş və işıqlıdır,
✔Proyektdə qətiyyən itki yoxdur,
✔Su-işıq-qaz daimidir,
✔Mənzilin 2 ədəd sanitar qovşağı var,
✔yeraltı və yerüstü avtopark mövcuddur.
✔Satışda qarajda var(qiymətə daxil deyil).
✔ Mənzilin əşyalı qiyməti 350000 manatdır.
***Bina bütün növ infrastruktur obyektlərinin-məktəblərin, metronun, aliş-veriş mərkəzlərinin, 3 parkın və.s. yaxınlığında yerləşir, “Gənclik” və 28 may metrosuna 5 dəqiqəlik məsafə var. Əlavə məlumat uçun 24/7 saat əlaqə saxlaya bilərsiniz.",151,"Dostluq kinoteatrı 
"," Bakı Slavyan Universiteti 
"," Azərbaycan Dillər Universiteti 
"," Zoopark 
"," Nəsimi r.
",,,
