id,date,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16
1955255,2021-03-10,Yeni tikili,4 / 17,142 m²,3,var,192 000AZN,vasitəçi (agent),"Yasamalda kapsella perde magazasina yaxin 17 mertebeli binanin 4-cu mertebesinde 142 kvm 3 otaqli temirsiz menzil satilir.Menzilin suyu,isigi,qazi 24 saat fasilesiz verilir.Binada kupca var.Binanin yeralti avtoparki 24 saat muhafizesi var.",6,"Yasamal r.
",,,,,,
1955253,2021-03-10,Yeni tikili,3 / 16,145 m²,4,yoxdur,270 000AZN,vasitəçi (agent),Xətai metrosunun yanında yeni tikili 16 mərtəbəli binanın 3 cü mərtəbəsində ümumi sahəsi 145 kv olan 4 otağa düzəlmiş əla təmirli mənzil satılır. Binada qaz var kupça almaq olar. Mənzil içindəki əşyalarla birgə satılır. Ətraflı məlumat üçün əlaqə saxlaya bilərsiz,42,"Şah İsmayıl Xətai m.
"," Xətai r.
",,,,,
1955251,2021-03-10,Köhnə tikili,5 / 5,60 m²,2,var,99 000AZN,vasitəçi (agent),"В прeстижном районе города,недалеко от метро Низами,около Зимнего парка продается 2-х комнатная квартира с площадью 60кв.м,этаж 5/5.Сталинка,удобная планировка,раздельные комнаты.Квартира с ремонтом,паркетные полы,вид на Зимний парк.парковка.Развитая инфтаструктура.
Qiş parki yaxinliginda Stalinka binada 2 otaqli təmirli mənzil satilir,üm.sah. 60kv.m,mərtəbə 5/5.Otaqlar ayri-ayridir.Qiş parkina baxişi var.",9,"Beşmərtəbə 
"," Nizami m.
"," Yasamal r.
",,,,
1955250,2021-03-10,Yeni tikili,1 / 1,110 m²,4,var,81 000AZN,mülkiyyətçi,"5sot torpaqın içinde Merkezde yerleşir marşurud qapıdan keçir Mekteb, bağça poçt
3deqelik yol var
İstilik kombi sistemidi.",61,"Xəzər r.
"," Türkan q.
",,,,,
1955248,2021-03-10,Yeni tikili,12 / 18,181 m²,4,yoxdur,180 000AZN,vasitəçi (agent),"TƏCİLİ !!! ELİT KOMPLEKSDƏ !!! DƏNİZƏ ALOV QÜLLƏLƏRİNƏ PONARAMA !!!

Nərimanov rayonunda Əliyar Əliyev küçəsində metroya ayaqla 4 5 dəqiqəlik məsafədə radnoy 4 otaqlı podmayak mənzil satılır.Mənzilin gözəl planirovkası va.Mənzilin Heydər Əliyev prospektinə və Əliyar Əliyev küçəsinə baxışları var.Kompleks avqust ayında təhvil veriləcək.Təmirə 2 aya icazə veriləcək.Kompleksin geniş həyəti var.Binanın 24 saat mühafizəsi yeraltıqarajı 2sürətli lifti olacaq...
QEYD:ŞİRKƏT 1500AZNDƏN SATIR...
Real alıcılar narahat etsin !!!",11,"Nəriman Nərimanov m.
"," Nərimanov r.
",,,,,
1955246,2021-03-10,Yeni tikili,14 / 16,84 m²,2,yoxdur,133 000AZN,vasitəçi (agent),"Memar-Acami metrosun yani.
Bina tam hazirdir. Qazi var !
Manzil 2-otaglidir. Sahasi-84 kvm dir.
14/16 martaba. 2-Lifti var.
Yeralti avtodayanacagi var.",45,"Memar Əcəmi m.
"," Nəsimi r.
"," 4-cü mikrorayon q.
",,,,
1955245,2021-03-10,Yeni tikili,17 / 17,150 m²,3,var,195 000AZN,vasitəçi (agent),"Yasamal rayonu İnşaatçılar metronun yanı "" Qələbə Residens ""  tərəfindən inşa edilən yeni tikili gözəl təmirli radnoy 3 otaqlı 150kv sahəsi olan kupçalı əşyalı mənzil satılır. Qaz su işıq daimidir. Mənzil mansard tiplidi. Lift 16 mərtəbəyə kimi qalxir. Mənzil 17-ci mərtəbədə yerləşir. Kupçalıdır, (Kupçada  q/yaşayış deyil, yaşayış yazılıb). Mənzilə aid olan 2 qarajı da satılır.
1 Qarajla 205 min m 
2 Qarajla  215 min m 
Real alıcıya endirim olacaq. 
Allıcılar üçün şirkətin komissiya haqqı 1% təşkil edir",9,"İnşaatçılar m.
"," Yasamal r.
"," Yasamal q.
",,,,
1955244,2021-03-10,Köhnə tikili,3 / 5,50 m²,2,var,95 000AZN,vasitəçi (agent),Nerimanovda saatin yaninda iki otaqli orta temirli menzil butun ewyalari ile birge satilir.Menzil 5 mertebeli daw binanin 3 cu mertebesinde yerlewir.Wekiller menzile aiddir.Real muwteriye qiymetde endirim olacaq.Etrafli melumat zeng ile.,48,"Nəriman Nərimanov parkı 
"," Rəssamlıq Akademiyası 
"," Nəriman Nərimanov m.
"," Nərimanov r.
",,,
1955242,2021-03-10,Yeni tikili,11 / 20,136 m²,3,yoxdur,175 000AZN,vasitəçi (agent),"Tecili satilir.Bina Pilot binadir ve bina Ag Seher plana uygun olaraq nezaretle tikilib ve cox keyfiyyetli insa olunub. Bina artiq hazirdir. Liftler toshiba-dir. her blokda 4 liftler olacaq ve hal hazirda qurasdirilir. Bloklar mermerdir.
2 mertbeli yer alti parkin var.
Denize menzere var. binada artiq tamamlanma isleri gorulur. Fasadin son uzluk isleri aparilir.
cox cox xais edirem yalniz ciddi musteriler zeng etsin. Menzil temirzidir( podmayak)
Temire baslaya bilersiz.",16,"Şah İsmayıl Xətai m.
"," Xətai r.
",,,,,
1955241,2021-03-10,Köhnə tikili,4 / 5,47 m²,2,var,95 000AZN,vasitəçi (agent),"NƏRİMANOVDA  DAŞ BİNADA  2 otaqlı  KUPÇALI  mənzil satılır !!!  
N.NƏRİMANOV METROSU düz yanında yerləşən DAŞ BİNADA  qanuni 2 otaqlı mənzil satılır.
Təmiz, səligəli və yaşayış üçün  hər şəraiti olan mənzildir. 
Mənzilin ümumi sahəsi 47 kv.m., 5 mərtəbəli binanın   4-cü  mərtəbəsində yerləşir.
Binada Mərkəzi istilik sistemi işləyir. Döşəmə Parketdir.
Suyu, işığı və qazı daimidir. Sakit həyəti, həyətdə rahat avtomobil saxlamaq imkanı var. 
YERLƏŞDİYİ ƏRAZİ GENİŞ İNFRASTRUKTURA MALİKDİR. 
Bütün infrastruktur bir addımlıq məsafəsindədir (orta məktəblər,  supermarketlər,  uşaq bağçası, avtobus dayanacağı, gözəllik salonları, gül və parfumeriya mağazası, bank filialı, «Metropark» ticarət mərkəzi və s.
Sənədləri qaydasındadır,  Çıxarışı  var.

• Şirkətimizin xidmət haqqı mənzilin satış qiymətinin 1% ni təşkil edir.

***

Продаётся РОДНАЯ 2-х комнатная квартира прямо около станции метро Н. Нариманова.
Общая площадь 47  кв.м.  КАМЕННЫЙ ДОМ.  5/4  этаж. Чистая, светлая и уютная квартира с ремонтом и со всеми условиями для проживания. Полы в доме паркетные. Центральная отопительная система.
Бесперебойное водоснабжение, подача  света и газа.
Большой двор, места для парковок. Район с прекрасно  развитой инфраструктурой. 
Удобное расположение дома сделает Ваше проживание  более комфортным, так как в шаговой доступности вся инфраструктура - школа, детский сад, остановки, салоны красоты, цветочные и парфюмерные магазины,  ряд магазинов и банков, вблизи торговый центр «Metropark», хорошая транспортная развязка.
Документы в порядке, имеется КУПЧАЯ.

• Услуги фирмы составляют 1 % от стоимости квартиры.",69,"Nəriman Nərimanov m.
"," Nəriman Nərimanov parkı 
"," Nərimanov r.
",,,,
1955239,2021-03-10,Yeni tikili,3 / 6,73 m²,3,yoxdur,60 000AZN,vasitəçi (agent),"Masazir Qesebesi Qurtuluş 93 Yaşayiş kompleksinde 5 mertebeli binanin 3 cu mertebesinde 3 otaqli menzil satilir!Menzilde Mebeller qalacaq!Binanin suyu isigi daimidi,qaz xetti cekilib bu il erzinde verilecek!Merkezi istilik sistemidi!Telefon ve kabel xetti var!

Kompleksde Sakinler ucun her cur werait qurulub,Mekteb,Uwaq BAgcasi,Eylence merkezi,idmaz zali,Uzguluculuk ve.s.
525 nomreli Avtobus Memar ecemiden Qurtulus 93 ile mesafesi 20 deqiqelik yoldu

Etrafli melumat almaq ucun buyurun zeng ede bilersiz!Ofisimiz Qurtulus 93 de 55ci binanin altinda yerlewir",14,"Abşeron r.
"," Masazır q.
",,,,,
1955238,2021-03-10,Köhnə tikili,3 / 5,80 m²,3,var,118 000AZN,vasitəçi (agent),"Şəhərin ən prestijni ərazisi,Elmlər AK m.st,.
Zahid Xelilov küçsinde  yerləşən binada orta təmirli 3 otaqlı evimi satıram.
Menzil 5 mertbeli daş xuruşovka binanin 3 cü mertbeside yerleşir.
Bina yerləşən ərazidə infrastruktura əla vəziyyətdədir,yaxınlıqda böyük super marketlər var.Qaz,su,işıq daimidir.24\7-saat.
Real alıcılara endirim mümkündür.
Ətrafli Melumat üçün elaqe saxliya bilersiz.
Başak menzilermizde var.Ofis haqqi 1%dir.",44,"Elmlər Akademiyası m.
"," Yasamal r.
",,,,,
1955237,2021-03-10,Köhnə tikili,8 / 9,70 m²,3,var,117 000AZN,vasitəçi (agent),Nizami rayonu Xalqlar metrosuna cixisinda    Kiev prayekti 3 otaqli 70kv ev tecili satilir,13,"Xalqlar Dostluğu m.
"," Nizami r.
"," 8-ci kilometr q.
",,,,
1955236,2021-03-10,Yeni tikili,1 / 15,81 m²,2,var,115 000AZN,vasitəçi (agent),"KUPÇA+QAZ.
İPOTEKAYA YARARLİ. TƏMİRLİ.
9 mkr. ""FAVORİT"" MARKET-in yaninda 2 otaqli (3 OTAGA DÜZƏLİB) mənzil satilir. 1\15 mərtəbəsində yerləşir, sahəsi 81 kv/m. Binanin gözəl görnüşü, mənzilin ideal layihəsi var. Yaxinliqda orta məktəb yerləşir. 2 sürətli lift, 2 mərtəbəli yeraltı qaraj, uşaq meydançası, böyük həyəti var. yüksək INFRASTRUKTURA malikdir. Başqa suallarnan bağlı əlaqə saxlaya bilərsiniz.

КУПЧА+ГАЗ.
МОЖНО ИПОТЕКОЙ. С РЕМОНТОМ.
9 мкр. рядом ""FAVORIT"" MARKET продается 2-х комнатная (ПЕРЕДЕЛОНА 3-Х) квартира, расположена на 1/15 этаже, площадь составляет 81 кв/м. Идеальная планировка. Здание имеет прекрасный вид. Рядом есть средная школа. 2 скоростных лифта, 2-х этажный подземный гараж, детская площадка, большой двор. развитая ИНФРАСТРУКТУРА. По другим вопросам можно связаться.",36,"Memar Əcəmi m.
"," Binəqədi r.
",,,,,
1955234,2021-03-10,Yeni tikili,12 / 16,74 m²,2,var,130 000AZN,vasitəçi (agent),"IPOTEKAYA YARARLI !!!

QAZ ve KUPCA.. Yasamal rayonu
Şərifzadə küc ATS yaxinliginda Pilot layihəli Yeni Tikili binada sahəsi 74 kv olan 1x otaqlidan 2x otaqliya düzəlmə mənzil satilir.təmir zamani bahali tikilinti materiallarindan istifadə olunub doşəmə parketdir.geniş mətbəxi var. KOMBİ cekilib.. binada yaşayiş var 2x ədəd sürətli SİGMA liftlər yeralti garaj mövcuddur.acar var
Acar mendedir istenilen vaxt baxmaq olar

Şirkətin zəhmət haqqisi 1% təşkil edir !",20,"İnşaatçılar m.
"," Yasamal r.
",,,,,
1955235,2021-03-10,Köhnə tikili,7 / 9,80 m²,3,var,110 000AZN,vasitəçi (agent),"Xətai Rayonu, Həzi Aslanov Metrosunun yaxınlıqında, ATS-in yanında, 9 Mərtəbəli Binanın 7-ci Mərtəbəsində 3 otaqlı 80 kv/m sahəsi olan Mənzil satılır. Mənzil tam təmirlidir, istilik sistemi Mərkəzidir, Orta bloktur, Leninqrad proyektidir, Mənzil skvaznoydur ( Yelçəkən ) Qaz,işhıq,su Daimidir. sənəd KUPÇA-ÇIXARIŞ. Bütün infrastrukturlar və iaşə obyektləri hamsı yaxınlıqda yerləşhir Məktəb, Bağça, Market və s. Mənzil ipotekaya yararlıdır. Əlavə məlumat üçhün əlaqə + whatsapp var nömrədə.",43,"Xətai r.
"," Əhmədli q.
",,,,,
1955232,2021-03-10,Yeni tikili,6 / 15,51 m²,2,yoxdur,155 000AZN,vasitəçi (agent),"Nəsimi rayonu Mirəsədulla Mirqasımov küçəsi, Nəsimi bazarının yanı Azadlıq Residens yaşayış kompleksindəbinanın  6/15 mərtəbəsində 1 otaq 1/2-yə düzəlmə 51kv.m olan əşyalı (bahalı mebel və məişət texnikaları ilə birlikdə) süper təmirli mənzil satılır. Təmirdə bahalı materiallardan istifadə olunub. İstilik kombi sistemider. Yaxınlıqda orta məktəblər, Tibb, İktisadiyyat, pedoqoji, ADA və Azərbaycan universitetlər, Zoopark, Koala park, Dədə Qorqud Parkı və gölü yerləşir. Gənclik MALL və Gənclik metrosuna marşurutla 5dəqiqəlik məsafədir. Ofis haqqı 1 faiz.",17,"Nəsimi bazarı 
"," Koala parkı 
"," Nəsimi r.
",,,,
1955230,2021-03-10,Köhnə tikili,1 / 2,30 m²,1,var,27 300AZN,vasitəçi (agent),"Bucevize ve Zovqunuze uygun istediyiniz lahiyede Yeni ve Kohne Tikili Nagd ve İpotekada var. Wats 055-297-96-97 aktivdi. 
19 mehhele 2/1 mertebesi 1otaq. Tecili oldugu ucun 30000 endirdiy 27500.  Hal hazirda kiraye var 150azn.
Etrafli melumat ucun elaqe saxliya bilersiniz, yada wacapa yaza bilersiniz",44,"Sumqayıt
",,,,,,
1955226,2021-03-10,Yeni tikili,5 / 14,73.8 m²,1,yoxdur,103 000AZN,vasitəçi (agent),"Təcili, Dəyərindən aşagı qiymətə Yeni Tikili. 28 May metrosunun və 28 Mall ticarət mərkəzinin yanında 78 kv sahəsi olan mənzil satılır. Bina yüksək səviyyədə keyfiyyətlə tikilib.Şəhərə əla mənzərəlidir, cox əla lahiyəsi var. Metroya 1 dəqiqəlik məsafədədir. Mərkəzdə əmlaka sərmayə qoymag istəyənlər ücün əvəzolunmaz təklifdir. Xahiş olunur mənzili almag istəyən ciddi müştərilər zəng vursun.  Fürsəti dəyərləndirin.",27,"28 May m.
"," Neft Akademiyası 
"," Bakı Musiqi Akademiyası 
"," Bakı Slavyan Universiteti 
"," Milli Konservatoriya 
"," Nəsimi r.
",
1955224,2021-03-10,Yeni tikili,14 / 16,120 m²,3,var,270 000AZN,mülkiyyətçi,"Yasamalda,kohne Musabeyov parkinin yaxinliginda, tek bloklu 16 mertebeli  yeni tikili 14 mertebe tam muasir temirli menzil., Qaz,Su,isiq,kombi sistemi,3 otaq, 2 sanitar qovashagi, koridor ve hamamda isti pol sistemi, Menzil Qaz ve elektrik qurgusu baximindan binada olan 45 menzil uzre FHN terefinden en tehlukesiz menzil secilib. ( Rich yasayis kompleksinin yaninda,Shokalad Towerle uzbeuz bina) Kupca var (saat 15:00 dan sonra zeng edin)",742,"Yasamal bazarı 
"," Yasamal r.
"," Yasamal q.
",,,,
1955222,2021-03-10,Köhnə tikili,5 / 9,115 m²,4,var,130 000AZN,vasitəçi (agent),"Kupcali+ipotekaya yararli.Yeni Yasamal, Osmanlı Hamamın yax-da, inşa edilmiş Leninqrad pr-li binada 5 otaqdan 4 otağa təmir olunmuş sahəsi 115 kv.m mənzil satılır. Pol parket, mərkəzi istilik sistemi, qaz, su, işıq, Etaj 9/5.Bina orta mektebe,usaq baxcasina,dayanacaga,ticaret merkezlerine yaxin mesafededir.",14,"Yasamal r.
"," Yeni Yasamal q.
",,,,,
