id,date,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21
1914654,2021-02-16,Yeni tikili,6 / 16,50 m²,2,yoxdur,117 000AZN,vasitəçi (agent),"Mənzil Xətai metrosunun yaxınlığındakı Bravo marketin tam yanında yeni, çox keyfiyyətli tikilmiş  kompleksdədir. Binada QAZ var. Binada liftlər TOSHİBA firmasınındır. Mənzildə təmirdən sonra yaşayış olmayıb. Bütün əşyalarla satılır. Hamamda santexnik sistemlər gizli sistmelərlə işlənilib (gizli unitaz sistemi, gizli təpə duş sistemi və s). Bütün smesitellər ""ECA"" firmasıdandır. Mətbəx Mebelinin avadanlıqları VESTEL markasınındır, o cümlədən VESTEL gizli mebel içi soyuducusu və duxovkası. Elektrik keramik plitə Samsung firmasınındır. Televizor SHİVAKİ SMART 43 ekrandır.",25,"Şah İsmayıl Xətai m.
"," Xətai r.
",,,,,,,,,,
1914652,2021-02-16,Yeni tikili,14 / 17,210 m²,4,var,420 000AZN,vasitəçi (agent),Rəşid Behbudov küşəsi Xarici Dillər universitetin yanı yeni tikili qaz və kupça verilmiş tam yaşayış olan bina. 17/14-cü mərtəbəsində 210 kvadrat 4 otaq tam təmirli əşyalı mənzil.,29,"Azərbaycan Dillər Universiteti 
"," Bakı Slavyan Universiteti 
"," Sirk 
"," 28 May m.
"," Nəsimi r.
",,,,,,,
1914649,2021-02-16,Yeni tikili,12 / 19,168 m²,3,var,319 000AZN,vasitəçi (agent),"Təcili! Yasamal r-nu,Musabəyov parkın yanında yüksək keyfiyyətlə inşa edilmiş və QAZLA təmin olunmuş yeni tikili elit yaşayış kompleksində 4 otaqlı təmirsiz (pod mayak) mənzil satılır. 19 mərtəbəli binanın 12-ci mərtəbəsi. Ümumi sahəsi 168 kv.m. Əla proyektlidir, gözəl şəhərə və dənizə panorama.geniş və işıqlı otaqlar. Yaşayış kompleksi böyük 3 mərtəbəli yeralti qarajla,mərmər blok, 3 ədəd sürətli liftlərlə təchiz edilmisdir. Kompleksdə ən son dünya standartlarına uyğun Fitness və SPA mərkəzi, müasir kafe və restoranlar, övladlarınızın təhlükəsizliyini tam təmin edə biləcək uşaq bağçası və idman meydançası nəzərdə tutulub.Ətrafında Musabekov adına park, orta məktəb, supermarket, avtobus dayanacagı və s.Çixarış yaxın zamana veriləcək. Real alıçıya endirim olacaq!

Срочно! В Ясамальском районе,около парка Мусабекова в престижном новопостроенном и газифицированном комплексе продается 4- х комнатная квартира без ремонта (под маяк). Квартира с великолепной панорамой на город и море.Общая площадь составляет 114 кв.м. 12-ый этаж 19-ти этажного здания.. Отличная планировка. Большой двор с ландшафтным дизайном, бесшумные, скоростные лифты, 3- х ярусный подземный гараж, мраморные блоки. Специализированная служба охраны с камерой и видеонаблюдением. На территории имеется спортивные и детские площадки. На первом этаже нового комплекса будут расположены торговый центр, тренажерный зал, фитнес центр, сауна, SPA- салон, магазины, рестораны. Рядом парк Мусабекова, Метро и автобусные остановки все рядом. Локальная инфраструктура соответствует высоким стандартам.
Купчую выдадут в скором времени.Реальному клиенту обеспечена скидка.",111,"Yasamal bazarı 
"," Yasamal r.
",,,,,,,,,,
1914648,2021-02-16,Köhnə tikili,3 / 5,45 m²,2,var,66 000AZN,vasitəçi (agent),"TƏCİLİ DƏYƏRİNDƏN AŞAĞI QİYMƏTƏ 20 YANVARDA MƏNZİL SATILIR!!! 2-ci mkr,20 yanvar və M.Əcəmi metrolarına yaxın,Asif Məhərrəmov küç.31 ünvaninda 5 mərtəbəli binanın 3-cü mərtəbəsində 2 otaqlı 45 kv zəif təmirli mənzil satılır.Orta blokdu.Sənədləri qaydasındadır.İstilik sistemi mərkəzidir.Otaqların girişləri ayrıdır.Bina əlverişli məkanda yerləşir.Yaxınlığında demək olar kı, bütün iaşə obyektləri var.Metroya piada 3-5 dəqiqəlik məsafəsi var.Maraqlanan şəxsdər əlaqə saxlaya bilərlər.",36,"20 Yanvar m.
"," Memar Əcəmi m.
"," Yasamal r.
",,,,,,,,,
1905069,2021-02-16,Köhnə tikili,2 / 6,90 m²,3,var,165 000AZN,vasitəçi (agent),"Pr.Azadlıg...Neftci baza,Olimpik star.,Siti gospital...
XÜSUSİ LAYİHƏLİ  DAŞ BİNA...
LİFT..
Blok kodladır,domofon,,,,
OTAGLAR AYRIDIR....
TƏMİR ƏLADIR...pol parket,pənjərələr plastik...
İSTİLİK SİSTEMİ individualdır...""Baxi""İtaliya..
Mənzil balkonun və ARTIRMANIN hesabına genişlənib....
ZAL İLƏ MƏTBƏX BİRLƏŞDİRİLİB və ZALIN sahəsi 28 KV.M....
Cox işıglı mənzildir və həyət genişdir....
İPOTEKAYA YARARLI BİNADIR....
",219,"Neftçi bazası 
"," TQDK 
"," Nəsimi r.
",,,,,,,,,
1914645,2021-02-16,Köhnə tikili,1 / 5,80 m²,3,yoxdur,107 000AZN,vasitəçi (agent),"Xalqlar dostluğu metro stansiyası yaxinliginda (metrodan 5 deq) SİYAQUT ş/s çatmamış köhnə tikili 5 mərtəbəli daw binanın 1-ci mərtəbəsində sahəsi 80 kv.m olan 3 otaqlı mənzil satılır. Mənzil Leninqrad layihəlidir,orta təmirlidir.Evin arxasında bağ var,yaxınlığinda isə 250 ve 251 məktəblər,uşaq bağçası,2 dənə Araz market var.Birinci mərtəbə olmağına baxmayaraq,mənzil kürsülüdür: həm bloka həm mərtəbəyə pilləkanla qalxmaq lazımdır.Mənzilin podvalı da var,geniş və qurudur,orda obyekt etmək olar.",6,"Xalqlar Dostluğu m.
"," Nizami r.
"," 8-ci kilometr q.
",,,,,,,,,
1914644,2021-02-16,Köhnə tikili,2 / 5,41 m²,2,var,70 000AZN,vasitəçi (agent),"Xətai rayonu, NeyroCərrahiyyə-nin yaxınlığında Xruşovka lahiyəli Tam təmirli, qanuni 2 otaqlı mənzil satılır. 5 Mərtəbəli binanın 2-ci mərtəbəsində yerləşir. Yaşayış cəhətdən çox əlverişli mövqedədir. Ətrafında Bravo Hipermarketi, Bizim Market ve s. başqa ərzaq mağazaları, bir çox sayda aptek, geyim mağazaları yerləşir. Mənzilin eyvani yola, Bizim marketin arxasına baxır. Su daimidir, başqa kommunal xidmətlərlə bağlı heç bir problem yoxdur. Həzi Aslanov Metro stansiyasına yaxındır, piyada 3-4 dəqiqəliyində. Ev eşyalarla bir yerdə satılır. Eşyasız endirim olacaq qiymətində.",34,"Həzi Aslanov m.
"," Xətai r.
"," Həzi Aslanov q.
",,,,,,,,,
1914643,2021-02-16,Yeni tikili,13 / 16,90 m²,3,yoxdur,205 000AZN,vasitəçi (agent),"28 May metrosu,Azadliq pr.,Amerika səfirliyi yaninda yeni tikili(PİLOT) 16 mərtəbəli binanin 13 mərtəbəsində 3 otaqli mənzil satilir(PEREDELKA DEİL).Mənzil yüksək səviyyədə təmir olunub.QAZ var,Kupça yaxin vaxtlarda veriləcək.Kombi sistem.Sürətli liftlər,avtomobil dayanacagi var.Xidmət haqqi 1%

Недалеко от метро 28 Мая,около пос.США в новостройке продается 3-х комнтная квартира с площадью 90 кв.м(НЕ ПЕРЕДЕЛКА).Этаж 13/16.Имеется ГАЗ,в скором времени будет купчая.В квартире сделан евро ремонт,использованы качественные материалы,комби сисема,балкон,встроенная кухня.Лифт,парковка,охранный двор.Услуги агентство 1%(kod581)",27,"28 May m.
"," Neft Akademiyası 
"," Bakı Slavyan Universiteti 
"," Bakı Musiqi Akademiyası 
"," Milli Konservatoriya 
"," Nəsimi r.
",,,,,,
1914642,2021-02-16,Yeni tikili,6 / 7,143 m²,3,yoxdur,245 000AZN,vasitəçi (agent),"Bakı şəhər,Xətai rayon,Ağ şəhərdə Ümumi sahəsi 143 kvm olan ,7 mərtəbəli fransız üslubda olan binanın 6 cı mərtəbəsində,3 otaqlı təmirsiz mənzil təcili olaraq satılır.Mənziin bütün pəncərələri geniş vitrajdıdır.Mənzil təcili satılır.Mənzilin qarajıda var .Qarajla brlikdə mənzil 245000 azn ə təcili olaraq satılır.Real alıcıya qiymət endirimi olunur.",11,"Ağ şəhər 
"," Xətai r.
",,,,,,,,,,
1914640,2021-02-16,Yeni tikili,5 / 19,107 m²,3,var,187 000AZN,vasitəçi (agent),"TƏCİLİ!!!

Nərimanov rayonu, ""Şuşa"" restoranı ilə üzbəüz, ""ATLANT MTK""- ya məxsus yeni tikilidə 2 otaqdan 3 otağa düzəldilmiş əla təmirli mənzil satılır. Binada qaz var, sənədi çıxarışdır(купчая). İpotekaya yararlıdır..

Mənzildə istilik sistemi kombidir.. 2 ədəd balkonu var, biri açıq digəri isə bağlı..

2 ədəd yüksək sürətli ""Sigma"" lifti, yeraltı qaraj, uşaq meydançası, 24 saat mühafizə xidməti...

Mənzil əşyalı satılır!",26,"Şərq bazarı 
"," Nərimanov r.
",,,,,,,,,,
1914639,2021-02-16,Köhnə tikili,5 / 5,90 m²,3,var,170 000AZN,vasitəçi (agent),"Sebail rayonu, Azerbaycan prospektinde umumi saheso 90 kvm olan, 3 otaqli menzil tecili satilir. Kohne tikilidir. Seherin merkezinde yerlesir.",33,"İçəri Şəhər m.
"," Qubernator parkı 
"," Dövlət İdarəçilik Akademiyası 
"," İqsadiyyat Universiteti 
"," Prezident parkı 
"," Axundov bağı 
"," İçəri Şəhər 
"," M.Ə.Sabir parkı 
"," Azneft meydanı 
"," Şəlalə parkı 
"," Səbail r.
",
1914638,2021-02-16,Yeni tikili,14 / 17,96 m²,3,var,137 000AZN,vasitəçi (agent),"Xetai rayonu Ehmedli   ve Xalqlar Dostlugu  metrosunun   YaxinLIGI    Super Elit binada 17 mertebeli binanin  14  cu mertebesinde  96 kvadrat metr qanuni 3 Otaqli Super Yeni Dizaynda temir olunmus menzil 137 000 manata satilir Kupca Var Ipotekaya Yararlidir  Real .Menzilde Temirden Sonra Yasayis az  Olub .Dosheme bahali  laminatdi   Qaz,su,isiq daimidir.Istilik Kombidir Metlax olan yerler Isti poldu Sanuzel ayri ayridi 2 balkonu var Binanin 2 lifti var Yaxınlıgında məktəblər, bağçalar, market, super marketlər, ticarər mərkəzləri, və s.. iaşə obyektləri fəaliyyət göstərir. Müasir standartlara cavab verən kompleksin üstünlükləri: Metroya yaxın məsafədə, 24 saat kamera nəzarəti; geniş və səliqəli həyət; kodlaşdırılmış giriş-çıxış; mərmər bloklar; müasir tələblərə uyğun lift; yanğın təhlükəsizlik sistemi ilə təchiz olunub. Real müştəri ilə qiymətdə razılaşma mümkündür!! 
Firma Haqqi - 1% ",14,"Xalqlar Dostluğu m.
"," Nizami r.
",,,,,,,,,,
1914635,2021-02-16,Yeni tikili,7 / 7,131.5 m²,3,var,263 000AZN,vasitəçi (agent),"БЕЛЫЙ ГОРОД - BAKU WHITE СITY
ПОЛНОСТЬЮ ЗАСЕЛЕННЫЙ ДОМ – ГАЗ - КУПЧАЯ
3- х комнатная квартира ПОД МАЯК, общей площадью 131,5 кв.м.

BAKI AĞ ŞƏHƏR - BAKU WHITE СITY
TAM YAŞAYIŞLI BINA – QAZ - ÇIXARIŞ
Ümumi sahəsi 131,5 kv.m olan, 3 otaqlı TƏMIRSIZ mənzil.
",32,"Ağ şəhər 
"," Xətai r.
",,,,,,,,,,
1914634,2021-02-16,Yeni tikili,13 / 14,105 m²,2,var,118 000AZN,vasitəçi (agent),"Vorovski, Daxili Qoşunların yanındakı binada təcili ev satılır.
Binada daimi qaz, su, işıq var.
Kupça var.
Mənzil 2 sanitar qovşaqlı və 2 balkonludur. Balkonlardan biri mətbəxə biri isə yataq otağına məxsusdur.",51,"Binəqədi r.
"," 8-ci mikrorayon q.
",,,,,,,,,,
1914633,2021-02-16,Yeni tikili,7 / 9,55 m²,2,var,108 000AZN,vasitəçi (agent),"✔ Nerimanov
✔ Heyder Eliyev Merkezinin awagisi
✔ Xarici Diller universitetinin yani
✔ Leninqrad layiheli bina,Ideal Proyekt
✔ Skvaznoy Menzildir
✔ infrstruktura baximdan elverisli erazide yerlesir, Bina məktəbə, baxçaya, aliş veriş mərkəzinə, istirahət parkina yaxin yerdə yerləşir, kodlu qapi ile təmin olunub.
✔ Əlavə məlumat almaq uçun əlaqə saxliya bilərsiniz Nerimanov
✔ Heyder Eliyev Merkezinin awagisi
✔ Xarici Diller universitetinin yani
✔ Leninqrad layiheli bina,Ideal Proyekt
✔ Skvaznoy Menzildir
✔ infrstruktura baximdan elverisli erazide yerlesir, Bina məktəbə, baxçaya, aliş veriş mərkəzinə, istirahət parkina yaxin yerdə yerləşir, kodlu qapi ile təmin olunub.
✔ Əlavə məlumat almaq uçun əlaqə saxliya bilərsiniz",157,"Təhsil Nazirliyi 
"," Nərimanov r.
",,,,,,,,,,
1914632,2021-02-16,Yeni tikili,12 / 19,80 m²,3,var,158 000AZN,vasitəçi (agent),"Yasamal rayonu Həsən Bəy Zərdabi 92A küçəsində (Performance Centre arxasında, 20 Yanvar M/St yaxınlığında) yerləşən
 Ümumi sahəsi 80 Kv/m olan 19 mərtəbəli binanın 12 - ci mərtəbəsində 3 otaqlı tam təmirli mənzili satıram.
 Su, işiq, qaz daimi. Mərkəzləşdirilmiş İstilik Sistemi, Çıxarış (Kupça). Kompleksin gözəl həyəti, xüsusi ayrılmış 3 mərtəbəli parking yeri, 24/7 Mühafizə xidməti mövcuddur.",35,"20 Yanvar m.
"," Yasamal r.
",,,,,,,,,,
340044,2021-02-16,Yeni tikili,5 / 15,100 m²,2,yoxdur,140 000AZN,vasitəçi (agent),"Bineqedi r, 6 ci mikrorayonda Pitomnik Restoraninin yaninda 2 otaqli ela temirli menzil satilir, qaz, su, iwiq daimidir, sened Muqavile, elave melumat ucun elaqe saxlayin",34,"Zərifə Əliyeva adına park 
"," Nəsimi m.
"," Binəqədi r.
"," 6-cı mikrorayon q.
",,,,,,,,
1914631,2021-02-16,Yeni tikili,2 / 17,89 m²,2,var,137 000AZN,vasitəçi (agent),"Binəqədi rayonu.
8 M.K.R.Azadlıq metro stansiyası yaxınlıgı  yeni tikili 17-i mərtəbəli binanın 2-ci mərtəbəsində yaşayışın 1-ci mərtəbəsində 2-otaq ümumi sahəsi 89-kv olan təmirli mənzil TƏCİLİ SATILIR!Qiymət endirildi.Bina Qoşa Zapravkaya yaxındır,uşaq poliklinikasınada çox yaxındır.Mənzilin sənədi çıxarış(kupçadır)Bina ətrafi çox gözəl infrastruktura malikdir,istədiyiniz her bir rahatlıq buradadir.Mənzilin başlangıc qiyməti 137000.Real alıcı olarsa əgər,onda danışıb urək açan razılıga gəlmək mümkün olacaq.",13,"Azadlıq Prospekti m.
"," Binəqədi r.
"," 8-ci mikrorayon q.
",,,,,,,,,
1914630,2021-02-16,Yeni tikili,16 / 17,77 m²,3,var,132 000AZN,vasitəçi (agent),"Təcili..İnşaatçlar metrosunun çıxışında Bizim marketin,167 nömrəli məktəbin yanında 77kv 2 otaqdan 3 otaqa düzəmə mənzil mebelləri ilə birlikdə satılır.Düzəlmə olsa da bütün otaqların və mətbəxin aynası var,mətbəx isti poldur.Qaz su işıq daimdir,sənəd kupçadır.İpotekaya yararlıdır.Binada 2 lift var,həyəti var.",29,"İnşaatçılar m.
"," Yasamal r.
"," Yasamal q.
",,,,,,,,,
1914629,2021-02-16,Köhnə tikili,2 / 5,35 m²,1,var,53 000AZN,vasitəçi (agent),"5 Mkr Memar Ecemi metrouna yaxin olan yol kenarinda 5 mertebeli binanin 2 ci mertebesinde yerlesen 1 otaqli ve esyali menzil tecili olaraq satilir.Yaxinliqida mekteb,baxca astanofka metro ve s..Menzl tecili satilir.",46,"Memar Əcəmi m.
"," Nəsimi r.
"," 5-ci mikrorayon q.
",,,,,,,,,
1914624,2021-02-16,Yeni tikili,3 / 22,116 m²,3,var,172 000AZN,vasitəçi (agent),"Təcili satilir !!! Kupcalidir !!

Niaqara restoranı, Nərgiz Klinikasının yanında 117kv, Qanuni 3 otaqlı, Əla təmirli, 22 mertebenin 3 cu mertebesinde  mənzil satılır. Mərkəzi istilik sistemidir. Qaz, isiq , su daimidir. Pol parketdir, 2 mərtəbəli yeraltı parkingi var. ipotekaya tam yarayır. Təcili satıldığından qiymət endirilib. Komissiya haqqi 1  %",14,"Neftçi bazası 
"," Nəsimi r.
",,,,,,,,,,
1914627,2021-02-16,Köhnə tikili,5 / 9,70 m²,3,var,130 000AZN,vasitəçi (agent),"Təcili satilir!!!
 Mənzil Binəqədi rayon 9-cu mk Mircəlal kuçəsi Abad həyatda yerləşir. Kiev layhiyəli 70kv 3 otaq 9\5-ci mərtəbəsi. mənzil əla təmirlidir. binanin geniş həyəti və uşaqlar uçun əyləncə meydaançasi var.qaz su  işiq daimidir sənəd Çixariş.",34,"Binəqədi r.
"," 9-cu mikrorayon q.
",,,,,,,,,,
1914626,2021-02-16,Yeni tikili,5 / 8,204 m²,4,yoxdur,350 000AZN,vasitəçi (agent),"Xətai rayonu, Ağ  Şəhərdə elit tipli yaşayış kompleksində 4 otaqlı mənzil satılır. Bina keyfiyyətli materiallardan tikilib. Təmirsiz. Mənzil yelçəkəndir. Mərtəbə: 5/8. Ümümi sahəsi:204kv.m., Zal 55 kv.m., Mühafizə olunan həyəti, 2sürətli liftlər, yerüstü və yeraltı avto dayanacaqlar.",27,"Xətai r.
",,,,,,,,,,,
1914625,2021-02-16,Yeni tikili,12 / 17,125 m²,3,var,178 000AZN,vasitəçi (agent),"Təcili!!  3-cü mikr dairəsində, metroya yaxın, 17 mərtəbəli yeni tikilinin 12-ci mərtəbəsi 122kv, Qanuni 3 otaqlı, əla Təmirli mənzil təcili satılır. Mənzilin sanuzelləri isti poldur. Qazı, suyu, işığı daimidir. Məktəbə, poliklinikaya, bazara, metroya, iri supermarketlərə çox yaxın məsafədə yerləşir. Sənədləri qaydasındadır. ",15,"20 Yanvar m.
"," Memar Əcəmi m.
"," Nəsimi r.
",,,,,,,,,
1870144,2021-02-16,Yeni tikili,3 / 17,117 m²,3,var,189 000AZN,vasitəçi (agent),"Tecili Tam Temirli Kupcalı Rodnoy 3 Otaqlı Menzil Satılır !!! Nesimi r-nu Asan Xidmetin Arxasinda Yeni Tikili 17 Mərtəbəli binanin 3-cu Mərtəbəsində ümumi Sahəsi 116 kv olan 3 otaqdan İbarət Menzil Satılır ., Binada Qaz+İsiq+Su Daimidir .,Ətraflı Məlumat üçün əlaqə Saxlaya bilərsiniz !!!",29,"Neftçi bazası 
"," Nəsimi r.
",,,,,,,,,,
